Age,Money,Credit_level,Grade
37,899300000,7,3
28,40500000,8,2
43,937300000,4,4
76,22600000,6,1
61,49700000,1,3
59,1000000,4,1
51,34200000,3,2
79,908300000,3,3
51,37900000,8,1
57,783900000,6,3
21,14300000,5,3
77,21500000,3,2
67,32700000,8,1
41,145000000,6,2
63,25700000,8,1
60,44200000,3,2
24,2100000,4,3
72,200700000,4,2
63,30100000,7,1
68,4700000,1,3
52,150600000,7,2
27,33200000,6,2
48,401200000,7,2
20,73400000,1,5
43,645200000,3,3
47,42200000,7,2
49,29500000,8,1
63,26800000,4,1
29,178100000,5,3
33,29400000,2,3
53,14300000,6,1
55,762400000,6,3
50,34800000,4,2
21,13700000,1,4
76,173600000,6,2
35,24200000,8,2
77,19400000,8,1
67,273900000,5,2
29,13500000,4,2
22,4000000,1,4
49,46600000,5,2
80,48900000,6,1
35,18700000,8,2
79,975200000,7,3
33,748900000,1,5
69,29300000,4,1
73,30800000,3,2
70,759400000,4,3
41,29800000,5,2
71,40600000,8,1
67,6400000,4,1
61,28800000,7,1
71,25400000,6,1
34,19300000,1,4
33,814200000,1,5
80,386200000,4,2
58,11100000,8,1
33,25000000,8,2
72,13200000,1,3
48,20200000,4,2
72,36500000,4,1
20,49700000,7,3
37,30400000,8,2
60,32300000,8,1
65,215100000,8,2
37,21100000,3,2
73,383900000,5,2
30,35200000,4,2
47,38900000,3,2
39,4500000,6,2
43,257200000,3,3
28,43500000,6,2
25,20500000,2,3
35,36000000,1,4
20,28700000,8,3
69,48600000,5,1
25,27300000,8,2
48,723800000,7,3
75,18100000,2,2
23,967800000,2,5
57,971000000,6,3
40,3600000,5,2
74,91300000,2,2
32,44500000,1,4
72,3700000,3,2
63,15300000,3,2
74,11400000,1,3
57,838300000,8,3
67,18000000,1,3
68,42600000,4,1
30,208100000,7,3
21,37700000,3,3
26,31300000,8,2
39,46500000,2,3
43,5400000,8,1
44,42200000,1,3
21,19800000,4,3
64,983100000,3,4
37,23000000,2,3
77,21300000,3,2
77,25900000,1,3
47,1900000,2,2
62,5700000,1,3
50,33400000,2,2
25,2000000,5,3
52,12100000,6,1
66,32700000,8,1
33,22000000,7,2
68,2600000,3,2
37,2600000,7,2
30,6900000,3,3
63,19800000,8,1
42,112700000,8,2
67,8800000,4,1
71,969900000,5,3
57,818800000,7,3
29,846600000,4,4
53,32900000,4,2
46,3800000,7,1
31,2100000,1,4
77,27200000,5,1
74,42700000,2,2
67,18100000,3,2
75,12200000,6,1
24,345700000,8,3
59,1800000,7,1
42,337800000,6,2
60,884100000,6,3
74,26900000,7,1
49,23900000,2,2
60,34500000,2,2
79,899100000,7,3
63,21900000,6,1
42,29000000,5,2
60,38600000,8,1
56,3000000,8,1
52,47400000,3,2
39,23800000,1,3
52,17400000,5,2
31,45500000,1,4
61,175600000,7,2
61,7000000,6,1
26,49100000,6,2
51,36400000,1,3
61,23500000,8,1
40,9800000,1,3
73,853000000,7,3
70,40900000,8,1
40,44700000,7,2
24,13900000,1,4
52,31800000,6,1
46,39300000,5,2
54,36000000,3,2
63,8900000,5,1
55,12700000,3,2
62,685000000,1,5
80,19800000,7,1
26,9000000,1,4
60,33700000,2,2
64,46900000,4,2
51,867800000,3,3
64,3700000,1,3
41,659200000,3,3
64,5300000,8,1
75,24800000,1,3
65,43900000,8,1
24,35400000,3,3
58,6300000,4,2
32,843500000,3,4
57,29300000,6,1
64,9900000,3,2
20,23900000,1,5
61,478100000,8,2
69,17900000,8,1
38,27400000,8,2
57,44400000,4,2
28,40700000,3,3
30,21500000,7,2
64,44300000,4,2
77,3500000,1,3
58,40500000,8,1
27,29100000,4,3
50,13500000,5,2
39,49400000,2,3
53,11000000,2,2
52,599900000,8,3
30,16200000,5,2
67,8200000,4,1
23,49500000,8,3
36,10000000,1,3
26,11400000,7,2
57,9500000,5,1
27,24100000,4,3
29,21600000,7,2
34,44300000,6,2
26,42600000,5,3
31,15200000,1,4
27,22800000,7,2
34,12600000,7,2
33,822500000,2,4
62,14600000,1,3
76,14000000,4,1
40,20500000,4,2
44,19100000,5,2
37,30600000,5,2
53,24000000,5,2
44,31600000,3,2
40,619500000,7,3
61,765700000,5,3
80,976300000,3,3
76,764200000,5,3
78,44500000,4,1
52,46700000,2,2
49,10200000,5,2
24,1300000,4,3
76,100000,3,1
58,17200000,2,2
24,211300000,4,3
32,579800000,5,3
37,31900000,4,2
80,10900000,1,3
51,20200000,2,2
38,4900000,8,2
73,246000000,4,2
47,4800000,8,1
75,37600000,6,1
54,449100000,7,2
64,30100000,4,1
45,235200000,3,3
80,49900000,3,2
64,629600000,1,4
58,31700000,4,2
77,44100000,7,1
79,44000000,3,2
55,40300000,2,2
23,23400000,7,3
77,20600000,7,1
80,5500000,7,1
68,20900000,6,1
40,46200000,2,3
39,46000000,1,3
35,32400000,8,2
55,8300000,5,1
34,24300000,4,2
72,783900000,8,3
55,651500000,1,5
31,9100000,2,3
50,6100000,7,1
33,900700000,2,5
72,122400000,5,2
42,24100000,8,2
73,36000000,2,2
49,18500000,8,1
60,426000000,1,4
47,13400000,1,3
67,46200000,3,2
43,11100000,4,2
54,36200000,8,1
32,19600000,6,2
39,38400000,2,3
21,836100000,5,4
43,549900000,2,3
36,22000000,4,2
51,42700000,4,2
66,900000,4,1
27,213600000,4,3
50,20500000,7,1
26,42100000,8,2
31,544400000,2,4
46,13800000,5,2
29,41900000,1,4
78,579300000,5,3
43,41700000,7,2
72,22800000,2,2
31,42300000,1,4
30,18400000,8,2
35,36500000,4,2
75,22400000,4,1
76,30300000,3,2
71,12500000,2,2
32,874000000,1,5
79,40300000,1,3
62,665100000,4,3
61,38500000,6,1
49,206600000,1,4
39,7100000,3,2
70,33100000,6,1
47,49700000,6,2
68,19800000,6,1
41,660700000,2,4
61,31400000,7,1
44,1000000,6,2
43,171900000,5,2
33,49600000,6,2
54,224300000,2,3
66,21500000,4,1
74,5000000,3,2
34,10500000,2,3
32,380700000,8,3
74,46700000,2,2
80,16800000,2,2
42,26400000,6,2
69,4400000,3,2
77,37800000,5,1
24,193100000,4,3
32,20800000,4,2
24,28200000,4,3
54,388700000,1,4
23,12000000,3,3
48,38500000,5,2
52,48600000,2,2
62,16400000,3,2
73,803900000,6,3
79,19100000,4,1
50,46300000,7,1
63,626100000,2,3
58,20800000,2,2
28,45800000,1,4
70,33200000,1,3
39,3800000,4,2
33,48500000,7,2
30,49100000,2,3
34,23100000,3,2
27,934400000,8,4
30,40600000,8,2
73,687500000,5,3
22,49900000,8,3
20,295500000,6,3
63,14800000,1,3
56,592400000,3,3
57,13300000,3,2
41,29300000,2,3
37,46000000,8,2
78,9600000,3,1
22,39600000,5,3
65,112500000,8,1
70,48800000,8,1
28,26200000,5,2
62,18000000,5,1
77,638000000,2,3
67,18100000,8,1
62,900000,3,2
72,13300000,1,3
67,26400000,1,3
64,30900000,6,1
54,13300000,3,2
36,25300000,2,3
72,24400000,1,3
43,2000000,7,2
23,17400000,1,4
27,484400000,1,5
47,8400000,6,2
52,178500000,4,2
52,5500000,4,2
31,29500000,6,2
51,13400000,7,1
43,45000000,3,2
53,400000,7,1
48,3700000,3,2
79,20600000,7,1
49,33300000,4,2
74,35900000,7,1
33,37000000,8,2
76,24100000,5,1
52,43300000,3,2
75,18300000,6,1
35,34100000,5,2
38,48900000,3,2
32,284000000,7,3
54,8400000,6,1
72,970500000,1,5
36,24600000,3,2
76,27800000,7,1
31,39100000,3,3
50,41000000,8,1
58,3800000,7,1
38,12100000,2,3
25,496200000,1,5
23,29800000,7,3
80,411000000,4,2
29,35500000,6,2
26,143600000,3,3
75,100000,8,1
64,24400000,4,1
49,41300000,3,2
52,19000000,2,2
42,791000000,4,3
48,32900000,7,1
28,20000000,2,3
59,154900000,5,2
28,30600000,2,3
26,24900000,5,2
45,48700000,4,2
33,15100000,7,2
24,507900000,2,4
73,13300000,7,1
45,21100000,4,2
68,3400000,8,1
50,18800000,1,3
52,32100000,5,2
76,43600000,2,2
28,28900000,6,2
23,26900000,5,3
31,8900000,1,4
55,38600000,7,1
79,47700000,7,1
69,599500000,6,3
33,780100000,2,4
22,17700000,1,4
45,349600000,1,4
32,900000,1,4
74,17100000,6,1
22,316000000,2,4
69,35200000,4,1
80,30300000,6,1
47,49800000,1,3
28,34400000,5,2
24,8700000,8,2
31,823500000,7,4
50,3300000,8,1
53,19800000,6,1
43,50000000,3,2
43,21900000,7,2
80,23500000,2,2
45,38100000,3,2
55,27400000,4,2
41,298400000,1,4
75,39400000,5,1
36,477700000,3,3
64,404600000,4,2
77,597300000,5,3
57,44500000,1,3
61,679000000,8,3
58,22600000,3,2
32,434900000,1,5
59,36000000,8,1
55,4600000,1,3
20,19800000,5,3
20,435700000,5,4
26,350600000,2,4
62,31700000,5,1
43,54600000,3,2
29,854100000,6,4
53,17800000,5,1
27,47200000,2,3
23,2000000,5,3
37,7100000,1,3
25,39500000,2,3
78,39400000,7,1
30,28300000,6,2
25,38000000,8,2
69,26500000,4,1
54,275700000,2,3
74,18000000,5,1
79,387400000,3,2
53,313600000,4,2
24,40500000,4,3
57,32600000,3,2
79,14900000,1,3
53,12300000,7,1
80,13500000,1,3
22,35800000,2,3
75,25200000,5,1
55,700000,7,1
66,40400000,4,1
72,225900000,7,2
80,47400000,6,1
60,49900000,4,2
29,606000000,4,3
53,22500000,5,1
61,28900000,6,1
32,846300000,7,4
71,19500000,3,2
67,17800000,1,3
64,45800000,2,2
25,45900000,1,4
76,25600000,5,1
35,8200000,6,2
77,75100000,6,1
78,492000000,3,3
51,28900000,1,3
22,23900000,5,3
37,36200000,5,2
20,29000000,3,3
22,28300000,4,3
65,26800000,3,2
67,14900000,7,1
64,26700000,8,1
49,523800000,6,3
53,796600000,3,3
40,229700000,1,4
70,10300000,8,1
66,25400000,4,1
21,48800000,3,3
76,14900000,4,1
27,428500000,8,3
43,383800000,4,3
22,44600000,2,3
49,18300000,3,2
75,44900000,8,1
48,17200000,4,2
37,370100000,4,3
77,38200000,8,1
37,712800000,3,3
71,14600000,6,1
76,6900000,5,1
31,516200000,4,3
41,25200000,4,2
79,34900000,7,1
60,42400000,7,1
67,49500000,3,2
57,864000000,6,3
48,8400000,8,1
72,768900000,5,3
37,25000000,3,2
28,685300000,4,4
21,512100000,6,4
58,14200000,7,1
44,26300000,4,2
44,860800000,5,3
38,177800000,4,2
50,23500000,1,3
35,45300000,7,2
50,28500000,1,3
65,209400000,8,2
42,223700000,7,2
67,880400000,2,4
79,7600000,6,1
45,36900000,8,2
37,16600000,2,3
77,164700000,1,3
47,9000000,3,2
61,46100000,5,1
62,10300000,4,1
41,47300000,6,2
62,32600000,7,1
42,619300000,6,3
66,5800000,1,3
69,35400000,4,1
57,1100000,1,3
59,36400000,3,2
64,433600000,8,2
60,20100000,1,3
72,278200000,4,2
61,36500000,6,1
23,37000000,1,4
70,303900000,6,2
20,192300000,6,3
23,1200000,7,3
80,20100000,3,2
32,30000000,5,2
53,18700000,6,1
27,242200000,5,3
52,40400000,4,2
66,12900000,1,3
58,49800000,2,2
65,3500000,2,2
41,361800000,1,4
66,512900000,8,2
59,13900000,3,2
57,24000000,5,1
47,24400000,7,1
70,47000000,6,1
59,39900000,4,2
65,27400000,2,2
33,225800000,1,4
75,2200000,5,1
72,16700000,8,1
66,285900000,4,2
37,10900000,8,2
66,459300000,6,2
75,2300000,4,1
26,997200000,8,4
36,24800000,5,2
71,4600000,5,1
59,10800000,5,1
57,38800000,8,1
41,26800000,2,3
51,46600000,7,1
77,713000000,7,3
71,283200000,7,2
39,44400000,5,2
64,24500000,8,1
66,62600000,3,2
44,949900000,2,4
69,9900000,4,1
40,10500000,4,2
44,4500000,4,2
49,17800000,6,1
59,30700000,5,1
63,34100000,2,2
60,521300000,1,4
38,17700000,5,2
57,42600000,8,1
36,36500000,7,2
64,114700000,6,1
33,129600000,5,2
30,2100000,5,2
37,16300000,3,2
41,42300000,2,3
25,25100000,1,4
38,28200000,1,3
43,7100000,8,1
52,12600000,2,2
57,5800000,8,1
32,32400000,7,2
50,40500000,7,1
34,9600000,7,2
75,19000000,2,2
67,120400000,6,1
25,921600000,1,6
47,79500000,3,2
65,2500000,2,2
51,19700000,7,1
61,539700000,4,3
76,578300000,2,3
31,5400000,5,2
54,806900000,6,3
56,23300000,7,1
69,30100000,8,1
40,48400000,3,2
75,427100000,3,3
44,510000000,7,3
35,38500000,8,2
24,32200000,2,3
61,43600000,4,2
48,543200000,5,3
41,526100000,7,3
42,36000000,8,2
68,3200000,4,1
75,10900000,1,3
60,21600000,3,2
77,28000000,3,2
56,5800000,8,1
54,28100000,7,1
32,586400000,6,3
78,13500000,5,1
22,32500000,2,3
50,800300000,8,3
56,972500000,4,3
53,41500000,7,1
78,14000000,8,1
23,208300000,8,3
22,4100000,3,3
62,14400000,8,1
73,27000000,3,2
32,43800000,2,3
43,18300000,7,2
62,748500000,4,3
79,649100000,1,4
77,226600000,7,2
40,23000000,4,2
33,16300000,6,2
70,25200000,6,1
20,12800000,2,3
41,32800000,6,2
28,267800000,7,3
50,5600000,6,1
48,39600000,4,2
59,25900000,5,1
51,575200000,3,3
46,21800000,5,2
37,450300000,2,3
23,14800000,5,3
66,10500000,6,1
70,47300000,5,1
71,29800000,6,1
50,500000,6,1
44,48800000,6,2
53,36200000,5,2
43,10400000,4,2
32,804600000,5,4
69,10000000,6,1
66,40300000,5,1
60,12400000,4,1
68,18200000,2,2
47,28800000,3,2
62,504500000,1,4
21,3100000,1,4
55,3000000,5,1
30,36200000,6,2
69,30000000,2,2
55,34800000,5,1
50,28000000,6,1
50,214000000,4,2
62,42700000,1,3
47,15800000,8,1
33,38600000,1,4
37,18300000,5,2
44,46200000,1,3
44,8200000,5,2
50,28300000,3,2
57,36500000,1,3
28,14700000,2,3
24,15900000,6,3
46,45900000,6,2
68,300000,2,2
33,861700000,5,4
49,33000000,1,3
22,234700000,5,3
56,12100000,5,1
33,37400000,6,2
27,29300000,1,4
36,14600000,3,2
71,243400000,8,2
30,942800000,8,4
27,37200000,5,2
20,11700000,4,3
78,40100000,2,2
78,10400000,8,1
61,921200000,3,3
31,28100000,4,2
34,32100000,6,2
46,326900000,1,4
21,50000000,1,5
23,19900000,8,3
54,44400000,5,2
47,15500000,7,1
23,500000,1,4
41,326500000,3,3
48,139600000,6,2
74,675500000,7,3
38,17900000,8,2
36,34000000,3,2
56,49600000,4,2
69,20000000,5,1
77,8700000,3,2
61,12400000,3,2
55,833500000,8,3
28,276400000,6,3
51,40300000,4,2
47,232300000,7,2
51,20500000,2,2
26,42500000,5,3
57,32600000,6,1
58,45800000,8,1
76,11700000,1,3
62,39400000,4,2
67,12900000,1,3
64,515400000,1,4
20,31500000,8,3
48,17000000,8,1
33,767100000,7,3
53,31700000,1,3
43,13200000,2,2
23,27100000,3,3
26,954500000,2,5
56,4400000,3,2
57,13200000,4,2
54,39800000,1,3
73,26600000,2,2
74,35600000,7,1
68,42900000,8,1
20,32600000,4,3
80,224500000,4,2
58,35800000,5,1
42,39800000,4,2
66,28300000,2,2
48,44100000,1,3
50,923300000,1,5
79,218600000,8,1
77,34800000,5,1
80,472200000,6,2
58,699500000,1,5
24,46800000,7,3
69,47600000,7,1
31,39000000,5,2
56,22700000,4,2
48,45400000,8,1
65,39400000,1,3
51,45700000,2,2
70,23500000,4,1
58,20100000,4,2
48,21200000,7,1
68,722600000,3,3
35,18700000,8,2
72,950300000,5,3
52,500000,7,1
49,6700000,1,3
53,8000000,7,1
54,3800000,4,2
68,7700000,5,1
49,8700000,4,2
23,31800000,7,3
68,28500000,7,1
46,940500000,8,3
52,16600000,2,2
67,35700000,7,1
22,27500000,6,3
33,39900000,8,2
24,30500000,5,3
44,36500000,4,2
23,39600000,6,3
72,5300000,2,2
60,37400000,4,2
63,10800000,7,1
62,39000000,6,1
37,206700000,5,2
54,25100000,6,1
36,413500000,6,3
77,100100000,3,2
67,28400000,8,1
46,25300000,1,3
44,32400000,6,2
49,43500000,5,2
61,42200000,6,1
68,39900000,8,1
77,2900000,6,1
50,43100000,2,2
32,43400000,4,2
80,29300000,5,1
22,11300000,4,3
25,31200000,5,3
72,26800000,5,1
35,15300000,6,2
79,7300000,8,1
79,15500000,6,1
60,90000000,3,2
43,22400000,3,2
35,45700000,5,2
71,900000,1,3
34,9200000,5,2
20,16700000,4,3
69,16200000,8,1
21,27900000,2,3
51,3200000,5,1
73,1000000,6,1
43,30300000,5,2
28,27500000,2,3
70,18000000,6,1
65,2500000,8,1
54,11900000,2,2
27,81300000,3,3
70,1400000,7,1
68,545400000,3,3
65,13400000,4,1
58,4400000,5,1
63,34500000,3,2
70,49000000,5,1
46,370200000,3,3
30,32900000,1,4
32,888400000,1,5
77,7500000,4,1
33,243900000,6,3
78,42900000,4,1
74,8200000,8,1
63,1000000,4,1
68,39100000,1,3
79,518300000,3,3
50,17900000,2,2
21,13900000,5,3
63,27800000,1,3
34,12300000,7,2
74,37700000,5,1
32,36500000,7,2
67,20400000,1,3
28,19400000,8,2
72,412000000,8,2
49,129800000,4,2
52,990200000,8,3
27,17900000,6,2
42,455200000,2,3
79,409100000,3,2
44,513400000,1,4
71,9700000,3,2
78,45900000,8,1
42,33000000,6,2
73,45900000,3,2
69,8100000,6,1
40,10800000,5,2
33,11800000,5,2
20,9700000,6,3
63,616400000,7,3
67,9000000,2,2
55,19800000,7,1
38,750700000,3,4
53,45000000,5,2
28,3600000,4,2
23,658600000,2,5
70,19300000,1,3
68,2200000,2,2
29,1800000,2,3
70,30000000,7,1
51,638500000,4,3
64,16800000,8,1
51,40900000,1,3
50,35400000,8,1
42,45100000,6,2
53,50000000,4,2
35,463500000,5,3
78,887900000,6,3
77,35100000,2,2
79,39500000,4,1
28,15200000,4,2
26,11700000,8,2
55,100400000,1,3
37,40300000,3,2
43,929200000,6,3
47,17500000,2,2
36,296200000,8,2
20,32300000,1,5
73,18300000,7,1
62,12500000,1,3
43,30200000,4,2
67,219300000,7,2
45,16300000,1,3
26,13000000,1,4
38,45000000,5,2
34,47200000,3,2
45,27700000,2,2
38,105600000,1,4
39,210600000,4,2
36,47500000,8,2
26,19900000,7,2
28,616900000,2,4
56,22400000,2,2
38,37400000,6,2
20,12800000,8,3
67,40000000,5,1
49,654600000,5,3
32,390700000,6,3
60,22000000,1,3
64,45300000,7,1
47,33500000,2,2
59,42100000,8,1
55,36000000,8,1
50,535900000,2,3
68,882000000,5,3
38,603900000,2,4
74,45100000,8,1
70,643000000,8,3
57,41100000,7,1
76,13600000,7,1
63,40000000,1,3
29,949400000,6,4
58,46400000,1,3
69,31200000,8,1
72,43300000,3,2
80,33900000,1,3
28,18400000,5,2
75,33500000,5,1
24,34900000,3,3
55,13100000,1,3
70,42800000,7,1
77,521600000,7,2
43,33100000,2,2
43,1500000,5,2
34,8600000,5,2
20,140700000,8,3
79,814400000,8,3
34,191400000,4,3
69,38400000,1,3
73,44100000,5,1
49,39900000,7,1
47,7100000,3,2
31,44500000,1,4
47,254700000,2,3
28,30700000,7,2
45,470500000,2,3
21,346800000,1,5
53,45000000,6,1
76,14800000,2,2
54,6500000,6,1
26,40400000,4,3
78,46200000,8,1
38,341600000,6,3
44,743400000,6,3
30,230300000,7,3
53,436800000,1,4
79,48500000,2,2
63,16400000,8,1
52,34800000,1,3
37,913500000,8,3
25,29300000,5,3
27,1000000,1,4
52,42000000,7,1
27,191100000,6,3
69,34900000,1,3
60,45600000,4,2
59,17900000,7,1
22,19200000,4,3
51,17000000,3,2
80,4400000,2,2
60,19900000,5,1
73,30300000,1,3
60,189200000,8,2
55,38100000,6,1
20,4900000,8,3
42,9100000,6,2
23,390100000,1,5
39,273200000,2,3
32,33400000,6,2
31,495900000,7,3
37,21200000,7,2
53,42600000,3,2
69,736900000,7,3
45,5000000,3,2
62,11200000,6,1
24,34400000,3,3
75,6200000,1,3
57,28800000,4,2
61,166400000,2,2
40,37400000,5,2
65,165000000,4,2
38,119800000,5,2
49,19200000,1,3
27,38400000,6,2
23,935600000,4,5
76,36500000,1,3
41,20200000,8,2
29,719800000,3,4
27,15800000,2,3
61,30100000,3,2
37,40300000,5,2
47,640900000,5,3
54,6000000,3,2
68,36700000,7,1
27,871100000,2,5
79,15500000,4,1
55,32600000,7,1
56,40300000,7,1
76,19700000,3,2
76,45000000,5,1
63,23200000,5,1
77,876700000,6,3
23,22100000,8,3
49,49100000,4,2
76,611900000,5,3
55,413700000,8,2
41,25600000,4,2
78,49000000,3,2
33,29000000,3,2
20,30700000,7,3
74,20800000,2,2
25,196800000,1,4
52,1800000,8,1
63,20500000,1,3
45,12600000,6,2
39,6800000,8,2
77,201900000,6,2
43,281700000,4,2
79,21900000,6,1
50,21400000,2,2
43,43300000,2,3
32,37700000,1,4
31,27800000,6,2
26,18700000,8,2
43,30100000,8,2
71,12900000,7,1
47,22100000,7,1
47,42800000,6,2
64,39100000,8,1
40,115300000,2,3
41,20400000,2,3
36,634500000,2,4
80,22200000,1,3
79,33100000,2,2
73,462000000,2,3
35,20000000,8,2
50,46200000,3,2
25,24200000,4,3
62,23900000,3,2
53,31700000,4,2
44,930700000,5,3
62,44500000,7,1
48,46700000,6,2
22,14700000,3,3
64,23600000,4,1
43,200000,3,2
60,42800000,1,3
20,669400000,5,4
27,12700000,7,2
80,17400000,6,1
43,936000000,3,4
54,14000000,7,1
51,48700000,4,2
43,13800000,8,2
45,1600000,1,3
30,500700000,5,3
59,24800000,6,1
46,411400000,6,3
77,29600000,8,1
57,330700000,1,4
64,900000,5,1
48,45500000,4,2
32,914000000,5,4
21,1500000,6,3
49,45500000,5,2
66,30500000,6,1
66,20900000,2,2
66,360300000,1,4
32,27300000,7,2
22,13900000,2,3
76,20400000,1,3
75,789600000,8,3
72,57800000,5,1
41,19600000,4,2
59,7900000,1,3
34,3800000,2,3
48,29500000,7,1
43,2200000,4,2
26,579900000,7,3
43,23200000,3,2
67,16700000,5,1
26,32900000,2,3
56,11200000,2,2
66,13100000,5,1
47,29800000,3,2
22,153700000,6,3
59,23100000,3,2
69,855200000,6,3
72,47600000,4,1
57,9900000,1,3
48,707200000,2,4
54,49500000,6,1
56,11500000,6,1
64,4800000,1,3
40,40800000,2,3
43,28400000,7,2
48,392300000,3,3
47,36800000,7,2
67,5300000,2,2
71,23600000,2,2
39,41400000,6,2
22,41500000,3,3
22,11900000,6,3
73,22400000,1,3
22,33900000,3,3
58,137100000,2,2
47,23400000,6,2
71,29500000,6,1
62,277900000,6,2
48,43200000,6,2
62,18300000,4,1
68,21300000,3,2
75,49200000,7,1
36,439800000,5,3
23,11300000,4,3
32,27100000,4,2
38,9700000,1,3
68,687300000,5,3
40,603500000,7,3
51,20300000,8,1
56,8000000,7,1
73,31900000,8,1
52,40000000,4,2
40,30100000,6,2
44,19200000,8,1
71,25000000,2,2
58,26300000,2,2
56,464000000,1,4
57,49800000,3,2
39,201700000,1,4
47,2200000,3,2
41,6700000,3,2
37,6300000,2,3
72,33000000,6,1
39,656600000,3,3
48,558200000,8,3
49,9600000,5,2
80,200000,4,1
60,5900000,4,1
79,21400000,5,1
21,23300000,6,3
45,30000000,2,2
60,368800000,2,3
51,14600000,8,1
75,9500000,7,1
27,2200000,2,3
38,20400000,6,2
60,44400000,6,1
75,25700000,1,3
73,35600000,5,1
43,3900000,5,2
50,38200000,3,2
40,2200000,2,3
24,32400000,2,3
58,49800000,2,2
61,813700000,4,3
51,704400000,5,3
70,12000000,7,1
35,12900000,2,3
23,21500000,6,3
63,30600000,6,1
61,38300000,8,1
36,29100000,8,2
74,43200000,5,1
76,2300000,3,1
65,11100000,6,1
29,6100000,4,2
76,27400000,8,1
56,8600000,6,1
60,11400000,3,2
78,37800000,2,2
76,49300000,1,3
33,18400000,4,2
40,45900000,3,2
51,14500000,3,2
49,42900000,7,1
75,14700000,1,3
68,11700000,8,1
22,22000000,1,4
71,4500000,4,1
49,22400000,6,1
61,34900000,8,1
76,743900000,1,5
78,688100000,1,4
64,40200000,8,1
35,1200000,3,2
59,613000000,5,3
36,10500000,7,2
21,27200000,2,3
67,244300000,5,2
74,137600000,2,2
54,48800000,2,2
61,18500000,6,1
38,50000000,2,3
62,5400000,7,1
50,400000,2,2
60,306300000,6,2
42,38600000,3,2
27,623700000,5,3
36,14000000,1,3
71,48200000,8,1
31,28300000,3,3
72,2500000,5,1
70,821200000,5,3
32,20200000,3,2
70,10800000,8,1
37,38400000,5,2
49,786100000,5,3
54,2300000,6,1
26,34900000,7,2
47,44700000,7,2
23,11600000,2,3
71,502900000,2,3
70,134200000,4,2
